ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,cluster
CLI7038,M,Si,34,Si,Artista,10-20annos,Medio,3,1990,Millennials,25233,Alicante,1192,30,0,63,,Jóvenes con gasto moderado (0)
CLI7039,M,Si,58,Si,Medico,+20annos,Medio,2,1966,Generacion X,21776,Malaga,564,30,0,299,,Jóvenes con bajos ingresos(1)
CLI704,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,20213,LLeida,2892,30,0,175,,"Ricos, mayores y no digitales (2)"
CLI7040,F,No,32,Si,Medico,10-20annos,Bajo,5,1992,Millennials,30476,Valladolid,202,30,1,252,,"Ricos, mayores y no digitales (2)"
CLI7041,M,Si,77,No,Ejecutivo,+20annos,Alto,2,1947,Generacion X,49311,Granada,935,30,1,176,,Adultos equilibrados y con poder (3)
CLI7042,M,Si,66,Si,Otros,+20annos,Medio,5,1958,Generacion X,45084,Zamora,158,30,0,303,5.0,Jóvenes con bajos ingresos(1)
CLI7043,F,No,47,No,Medico,+20annos,Bajo,6,1977,Generacion X,65600,ivila,1287,30,0,70,,Jóvenes con gasto moderado (0)
CLI7044,M,Si,80,Si,Otros,+20annos,Bajo,1,1944,Generacion Silenciosa,63779,Huesca,115,50,0,495,3.0,Adultos equilibrados y con poder (3)
CLI7045,F,No,52,No,Ingeniero,+20annos,Bajo,1,1972,Generacion X,89471,Las Palmas,1326,120,0,376,3.0,Jóvenes con gasto moderado (0)
CLI7046,M,Si,52,No,Otros,+20annos,Medio,3,1972,Generacion X,94925,Castellon,642,30,1,311,5.0,Jóvenes con bajos ingresos(1)
CLI7047,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,16241,Huelva,14775,30,0,114,,"Ricos, mayores y no digitales (2)"
CLI7048,M,Si,42,Si,Artista,+20annos,Bajo,2,1982,Millennials,91710,Valladolid,1491,50,0,329,5.0,Jóvenes con gasto moderado (0)
CLI7049,F,Si,62,Si,Servicios,+20annos,Alto,9,1962,Generacion X,54595,Albacete,1052,30,1,344,5.0,Jóvenes con gasto moderado (0)
CLI705,M,Si,43,Si,Servicios,+20annos,Medio,3,1981,Millennials,73478,Cadiz,202,30,0,277,,Jóvenes con gasto moderado (0)
CLI7050,M,Si,56,Si,Artista,+20annos,Medio,5,1968,Generacion X,39931,Zaragoza,15215,30,0,454,3.0,Jóvenes con gasto moderado (0)
CLI7051,M,Si,30,Si,Artista,<10annos,Medio,2,1994,Millennials,22255,ivila,1675,30,1,216,,Jóvenes con gasto moderado (0)
CLI7052,M,No,33,Si,Artista,10-20annos,Bajo,2,1991,Millennials,30782,Cadiz,1583,30,0,172,,"Ricos, mayores y no digitales (2)"
CLI7053,M,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,90672,Huesca,1228,80,0,196,,Jóvenes con bajos ingresos(1)
CLI7054,F,No,33,Si,Funcionario,10-20annos,Bajo,6,1991,Millennials,22970,Santa Cruz de Tenerife,962,30,1,221,,"Ricos, mayores y no digitales (2)"
CLI7055,M,Si,29,No,Medico,<10annos,Medio,2,1995,Millennials,27257,Badajoz,2616,30,0,285,,Jóvenes con gasto moderado (0)
CLI7056,F,Si,64,No,Negocios/empresa,+20annos,Medio,6,1960,Generacion X,53350,Granada,7,30,0,405,3.0,Jóvenes con bajos ingresos(1)
CLI7057,M,Si,46,Si,Artista,+20annos,Medio,4,1978,Generacion X,93065,ivila,896,80,0,31,,Jóvenes con bajos ingresos(1)
CLI7058,M,No,25,No,Funcionario,<10annos,Bajo,1,1999,Generacion Z,30981,Melilla,1823,30,0,266,,"Ricos, mayores y no digitales (2)"
CLI7059,M,Si,54,Si,Ejecutivo,+20annos,Alto,5,1970,Generacion X,67531,Guipiºzcoa,1346,30,0,313,5.0,Jóvenes con gasto moderado (0)
CLI706,M,Si,67,Si,Otros,+20annos,Alto,5,1957,Generacion X,66429,Murcia,15215,30,0,506,1.0,Jóvenes con gasto moderado (0)
CLI7060,M,Si,65,Si,Ejecutivo,+20annos,Alto,4,1959,Generacion X,59856,Valladolid,1248,80,1,248,,Adultos equilibrados y con poder (3)
CLI7061,M,No,34,Si,Funcionario,10-20annos,Bajo,1,1990,Millennials,22430,LLeida,939,30,0,345,5.0,"Ricos, mayores y no digitales (2)"
CLI7062,F,Si,54,Si,Artista,+20annos,Medio,5,1970,Generacion X,66349,Huesca,564,30,1,251,,Jóvenes con bajos ingresos(1)
CLI7063,M,No,34,Si,Ingeniero,10-20annos,Bajo,4,1990,Millennials,18403,Segovia,1698,30,0,211,,"Ricos, mayores y no digitales (2)"
CLI7064,M,Si,35,Si,Artista,10-20annos,Medio,2,1989,Millennials,27562,Almeri­a,1238,30,1,288,,Jóvenes con gasto moderado (0)
CLI7065,M,Si,45,Si,Otros,+20annos,Bajo,1,1979,Generacion X,91871,Zamora,1859,50,0,179,,Jóvenes con gasto moderado (0)
CLI7066,M,Si,78,Si,Ejecutivo,+20annos,Alto,4,1946,Generacion X,82458,Almeri­a,72,80,0,571,4.0,Adultos equilibrados y con poder (3)
CLI7067,M,Si,68,Si,Otros,+20annos,Medio,3,1956,Generacion X,54933,Guadalajara,115,30,0,259,,Jóvenes con bajos ingresos(1)
CLI7068,M,No,29,Si,Artista,<10annos,Bajo,4,1995,Millennials,23613,Huelva,14775,30,0,437,3.0,"Ricos, mayores y no digitales (2)"
CLI7069,F,No,45,No,Medico,+20annos,Bajo,1,1979,Generacion X,37423,LLeida,962,30,0,158,,Jóvenes con gasto moderado (0)
CLI707,F,Si,56,Si,Artista,+20annos,Alto,4,1968,Generacion X,67078,Palencia,1267,80,0,49,,Jóvenes con gasto moderado (0)
CLI7070,M,No,45,Si,Medico,+20annos,Bajo,2,1979,Generacion X,105762,Castellon,1652,50,1,137,,Jóvenes con gasto moderado (0)
CLI7071,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,112972,Barcelona,663,50,0,269,,Jóvenes con gasto moderado (0)
CLI7072,M,Si,58,Si,Artista,+20annos,Medio,3,1966,Generacion X,114500,Navarra,974,80,0,295,,Jóvenes con bajos ingresos(1)
CLI7073,M,Si,51,Si,Medico,+20annos,Bajo,4,1973,Generacion X,54533,Alicante,1091,30,1,334,5.0,Jóvenes con gasto moderado (0)
CLI7074,M,Si,55,Si,Ejecutivo,+20annos,Alto,3,1969,Generacion X,62292,Segovia,1228,80,0,251,,Jóvenes con gasto moderado (0)
CLI7075,F,Si,44,No,Artista,+20annos,Bajo,1,1980,Generacion X,116865,Burgos,1629,120,0,396,3.0,Adultos equilibrados y con poder (3)
CLI7076,F,No,54,No,Artista,+20annos,Bajo,1,1970,Generacion X,30011,Baleares,1267,30,0,321,5.0,Jóvenes con gasto moderado (0)
CLI7077,F,No,33,Si,Funcionario,10-20annos,Bajo,3,1991,Millennials,30269,Segovia,1997,30,0,421,3.0,"Ricos, mayores y no digitales (2)"
CLI7078,M,Si,40,Si,Artista,10-20annos,Medio,4,1984,Millennials,85006,Zamora,179,30,0,549,4.0,Jóvenes con gasto moderado (0)
CLI7079,F,Si,73,Si,Servicios,+20annos,Alto,3,1951,Generacion X,65615,La Corui±a,1013,80,0,134,,Adultos equilibrados y con poder (3)
CLI708,F,Si,28,No,Ingeniero,<10annos,Medio,2,1996,Millennials,23654,Burgos,3065,30,0,193,,Jóvenes con gasto moderado (0)
CLI7080,M,Si,34,No,Negocios/empresa,10-20annos,Bajo,4,1990,Millennials,25848,Almeri­a,1284,30,0,87,,Jóvenes con gasto moderado (0)
CLI7081,F,Si,41,Si,Servicios,10-20annos,Bajo,1,1983,Millennials,121024,Vizcaya,202,50,0,473,1.0,Jóvenes con gasto moderado (0)
CLI7082,F,No,29,No,Funcionario,<10annos,Bajo,1,1995,Millennials,29613,Alicante,12015,30,0,86,,"Ricos, mayores y no digitales (2)"
CLI7083,F,No,30,No,Funcionario,<10annos,Bajo,4,1994,Millennials,26616,Zamora,1606,30,0,72,,"Ricos, mayores y no digitales (2)"
CLI7084,M,Si,77,No,Servicios,+20annos,Bajo,1,1947,Generacion X,41939,Salamanca,117,30,1,128,,Jóvenes con gasto moderado (0)
CLI7085,M,Si,47,No,Otros,+20annos,Medio,3,1977,Generacion X,62115,Vizcaya,117,30,1,224,,Jóvenes con bajos ingresos(1)
CLI7086,M,No,46,No,Otros,+20annos,Bajo,3,1978,Generacion X,30209,Teruel,837,30,0,569,4.0,Jóvenes con gasto moderado (0)
CLI7087,M,No,31,No,Medico,<10annos,Bajo,1,1993,Millennials,23092,LLeida,778,30,0,372,3.0,"Ricos, mayores y no digitales (2)"
CLI7088,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,94757,Cadiz,1123,50,0,347,5.0,Jóvenes con gasto moderado (0)
CLI7089,M,Si,53,Si,Otros,+20annos,Bajo,2,1971,Generacion X,60102,Tarragona,994,50,0,519,4.0,Jóvenes con gasto moderado (0)
CLI709,M,No,39,Si,Artista,10-20annos,Bajo,3,1985,Millennials,25314,LLeida,1974,30,0,557,1.0,"Ricos, mayores y no digitales (2)"
CLI7090,M,Si,40,No,Otros,10-20annos,Medio,2,1984,Millennials,92249,Almeri­a,1905,120,0,94,,Jóvenes con bajos ingresos(1)
CLI7091,M,Si,45,Si,Servicios,+20annos,Bajo,2,1979,Generacion X,55989,Tarragona,1123,50,0,35,,Jóvenes con gasto moderado (0)
CLI7092,M,Si,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,90246,Huesca,1675,50,0,176,,Jóvenes con gasto moderado (0)
CLI7093,F,Si,63,Si,Artista,+20annos,Alto,2,1961,Generacion X,112390,LLeida,818,50,0,586,4.0,Adultos equilibrados y con poder (3)
CLI7094,F,Si,55,Si,Artista,+20annos,Alto,4,1969,Generacion X,102014,Segovia,1052,80,0,552,4.0,Adultos equilibrados y con poder (3)
CLI7095,F,No,46,Si,Otros,+20annos,Bajo,7,1978,Generacion X,40391,Orense,1756,30,0,223,,Jóvenes con gasto moderado (0)
CLI7096,M,No,22,No,Negocios/empresa,<10annos,Bajo,5,2002,Generacion Z,12779,Valladolid,1098,30,0,285,,"Ricos, mayores y no digitales (2)"
CLI7097,F,No,23,No,Funcionario,<10annos,Bajo,7,2001,Generacion Z,15226,Huesca,1857,30,1,146,,"Ricos, mayores y no digitales (2)"
CLI7098,M,Si,42,No,Artista,+20annos,Medio,2,1982,Millennials,87980,Soria,686,120,0,500,,Jóvenes con bajos ingresos(1)
CLI7099,F,No,30,Si,Funcionario,<10annos,Bajo,4,1994,Millennials,28760,Sevilla,11,30,1,257,,"Ricos, mayores y no digitales (2)"
CLI71,F,Si,43,Si,Construccion,+20annos,Alto,2,1981,Millennials,86946,Salamanca,824,50,0,198,,Jóvenes con gasto moderado (0)
CLI710,M,Si,51,No,Ejecutivo,+20annos,Alto,2,1973,Generacion X,44106,Guadalajara,1287,30,0,34,,Jóvenes con gasto moderado (0)
CLI7100,F,No,29,Si,Negocios/empresa,<10annos,Bajo,1,1995,Millennials,31515,Zamora,12015,30,0,159,,"Ricos, mayores y no digitales (2)"
CLI7101,F,Si,51,Si,Artista,+20annos,Alto,5,1973,Generacion X,78913,Baleares,759,30,0,454,3.0,Jóvenes con gasto moderado (0)
CLI7102,F,No,30,No,Ingeniero,<10annos,Bajo,6,1994,Millennials,26757,Pontevedra,1468,30,1,161,,"Ricos, mayores y no digitales (2)"
CLI7103,F,No,28,No,Negocios/empresa,<10annos,Bajo,5,1996,Millennials,25040,Ceuta,1581,30,0,197,,"Ricos, mayores y no digitales (2)"
CLI7104,M,Si,96,Si,Servicios,+20annos,Alto,2,1928,Generacion Silenciosa,124442,Las Palmas,1033,50,0,197,,Adultos equilibrados y con poder (3)
CLI7105,M,No,30,Si,Funcionario,<10annos,Bajo,3,1994,Millennials,24579,Malaga,1491,30,1,255,,"Ricos, mayores y no digitales (2)"
CLI7106,F,Si,53,Si,Negocios/empresa,+20annos,Bajo,1,1971,Generacion X,74632,Teruel,15215,50,1,263,,Jóvenes con gasto moderado (0)
CLI7107,M,Si,56,Si,Medico,+20annos,Medio,4,1968,Generacion X,51462,Huelva,1385,30,0,565,4.0,Jóvenes con bajos ingresos(1)
CLI7108,M,Si,89,Si,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,110284,Toledo,1248,50,0,167,,Adultos equilibrados y con poder (3)
CLI7109,M,Si,53,Si,Artista,+20annos,Medio,2,1971,Generacion X,75214,Guipiºzcoa,158,50,0,328,5.0,Jóvenes con bajos ingresos(1)
CLI711,F,Si,58,No,Construccion,+20annos,Alto,3,1966,Generacion X,69133,Toledo,1267,30,1,364,5.0,Jóvenes con gasto moderado (0)
CLI7110,M,Si,57,No,Artista,+20annos,Alto,2,1967,Generacion X,79485,Leon,72,120,0,321,5.0,Adultos equilibrados y con poder (3)
CLI7111,F,Si,75,Si,Servicios,+20annos,Alto,2,1949,Generacion X,48380,Badajoz,1228,50,1,134,,Adultos equilibrados y con poder (3)
CLI7112,M,Si,39,Si,Artista,10-20annos,Medio,3,1985,Millennials,29182,Guipiºzcoa,1077,30,1,168,,Jóvenes con gasto moderado (0)
CLI7113,F,Si,43,Si,Construccion,+20annos,Bajo,1,1981,Millennials,129116,Las Palmas,1859,50,0,353,5.0,Jóvenes con gasto moderado (0)
CLI7114,F,Si,58,Si,Artista,+20annos,Alto,2,1966,Generacion X,84808,Leon,779,50,0,124,,Adultos equilibrados y con poder (3)
CLI7115,M,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,121854,Valencia,1974,50,1,105,,Jóvenes con bajos ingresos(1)
CLI7116,M,Si,45,Si,Artista,+20annos,Alto,2,1979,Generacion X,121341,Lugo,1376,50,1,194,,Adultos equilibrados y con poder (3)
CLI7117,F,No,28,No,Ingeniero,<10annos,Bajo,1,1996,Millennials,27655,Toledo,3099,30,1,304,5.0,"Ricos, mayores y no digitales (2)"
CLI7118,F,Si,25,No,Funcionario,<10annos,Alto,2,1999,Generacion Z,27501,Vizcaya,3065,30,1,400,3.0,"Ricos, mayores y no digitales (2)"
CLI7119,F,Si,52,Si,Artista,+20annos,Alto,5,1972,Generacion X,21876,Badajoz,1248,30,0,183,,Jóvenes con gasto moderado (0)
CLI712,M,Si,53,Si,Otros,+20annos,Bajo,1,1971,Generacion X,22140,Murcia,818,30,1,233,,Jóvenes con gasto moderado (0)
CLI7120,F,Si,39,Si,Artista,10-20annos,Alto,2,1985,Millennials,29465,Orense,1376,30,0,36,,"Ricos, mayores y no digitales (2)"
CLI7121,M,Si,56,Si,Ejecutivo,+20annos,Bajo,3,1968,Generacion X,94519,La Rioja,994,80,0,90,,Jóvenes con bajos ingresos(1)
CLI7122,F,No,42,Si,Ingeniero,+20annos,Bajo,1,1982,Millennials,106530,Palencia,2043,50,1,222,,Jóvenes con gasto moderado (0)
CLI7123,M,Si,68,Si,Artista,+20annos,Bajo,1,1956,Generacion X,79456,Huelva,837,50,0,345,5.0,Adultos equilibrados y con poder (3)
CLI7124,F,No,47,Si,Otros,+20annos,Bajo,1,1977,Generacion X,56084,Ceuta,15215,50,0,550,1.0,Jóvenes con gasto moderado (0)
CLI7125,M,Si,66,Si,Ejecutivo,+20annos,Alto,6,1958,Generacion X,22193,Salamanca,661,30,0,537,4.0,Jóvenes con gasto moderado (0)
CLI7126,M,Si,52,Si,Ejecutivo,+20annos,Alto,4,1972,Generacion X,76066,Huesca,1404,80,0,468,1.0,Jóvenes con gasto moderado (0)
CLI7127,M,No,24,No,Negocios/empresa,<10annos,Bajo,4,2000,Generacion Z,15310,Palencia,2064,30,1,169,,"Ricos, mayores y no digitales (2)"
CLI7128,F,No,34,No,Negocios/empresa,10-20annos,Bajo,3,1990,Millennials,31651,ilava,1675,30,0,565,4.0,"Ricos, mayores y no digitales (2)"
CLI7129,F,Si,42,Si,Ingeniero,+20annos,Bajo,2,1982,Millennials,97054,Tarragona,1652,50,0,191,,Jóvenes con gasto moderado (0)
CLI713,M,Si,83,Si,Servicios,+20annos,Bajo,2,1941,Generacion Silenciosa,28524,Vizcaya,857,30,1,214,,Adultos equilibrados y con poder (3)
CLI7130,F,Si,46,No,Otros,+20annos,Medio,5,1978,Generacion X,78302,Cuenca,1287,30,0,216,,Jóvenes con bajos ingresos(1)
CLI7131,F,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,30278,Malaga,974,30,0,251,,Jóvenes con bajos ingresos(1)
CLI7132,M,Si,42,No,Artista,+20annos,Medio,3,1982,Millennials,117041,Tarragona,916,30,0,495,3.0,Jóvenes con bajos ingresos(1)
CLI7133,F,Si,61,Si,Medico,+20annos,Medio,3,1963,Generacion X,99671,Santa Cruz de Tenerife,1346,80,0,267,,Jóvenes con bajos ingresos(1)
CLI7134,F,Si,78,Si,Artista,+20annos,Medio,2,1946,Generacion X,29937,LLeida,1072,30,0,234,,Jóvenes con bajos ingresos(1)
CLI7135,M,Si,42,No,Artista,+20annos,Medio,4,1982,Millennials,128279,Cuenca,1077,200,1,205,,Jóvenes con bajos ingresos(1)
CLI7136,M,Si,85,Si,Artista,+20annos,Bajo,1,1939,Generacion Silenciosa,104730,Huesca,1033,50,0,109,,Adultos equilibrados y con poder (3)
CLI7137,M,No,36,No,Ingeniero,10-20annos,Bajo,3,1988,Millennials,31673,Santa Cruz de Tenerife,755,30,0,61,,"Ricos, mayores y no digitales (2)"
CLI7138,M,Si,79,No,Ejecutivo,+20annos,Alto,2,1945,Generacion Silenciosa,86821,Orense,1541,120,1,278,,Adultos equilibrados y con poder (3)
CLI7139,F,Si,47,No,Ingeniero,+20annos,Medio,4,1977,Generacion X,82479,Cordoba,661,30,1,388,3.0,Jóvenes con bajos ingresos(1)
CLI714,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,30263,Alicante,1754,30,0,581,4.0,"Ricos, mayores y no digitales (2)"
CLI7140,F,No,39,Si,Artista,10-20annos,Bajo,3,1985,Millennials,18955,Castellon,824,30,0,39,,"Ricos, mayores y no digitales (2)"
CLI7141,F,No,36,Si,Medico,10-20annos,Bajo,3,1988,Millennials,31309,Castellon,1123,30,0,600,4.0,"Ricos, mayores y no digitales (2)"
CLI7142,M,Si,30,Si,Otros,<10annos,Medio,2,1994,Millennials,22597,Tarragona,1422,30,0,496,3.0,Jóvenes con gasto moderado (0)
CLI7143,M,No,23,No,Funcionario,<10annos,Bajo,6,2001,Generacion Z,19922,Ciudad Real,2823,30,0,216,,"Ricos, mayores y no digitales (2)"
CLI7144,F,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,59495,Zaragoza,87,50,0,461,3.0,Jóvenes con bajos ingresos(1)
CLI7145,F,No,21,No,Funcionario,<10annos,Bajo,6,2003,Generacion Z,17788,Granada,2651,30,0,96,,"Ricos, mayores y no digitales (2)"
CLI7146,F,,55,No,Artista,+20annos,Alto,4,1969,Generacion X,115933,Segovia,158,30,0,208,,Jóvenes con gasto moderado (0)
CLI7147,M,No,32,Si,Artista,10-20annos,Bajo,3,1992,Millennials,25632,Valladolid,156,30,1,108,,"Ricos, mayores y no digitales (2)"
CLI7148,F,Si,51,No,Artista,+20annos,Bajo,1,1973,Generacion X,116094,Madrid,1541,120,0,511,4.0,Adultos equilibrados y con poder (3)
CLI7149,M,Si,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,39123,Salamanca,1463,50,1,299,,Jóvenes con gasto moderado (0)
CLI715,M,No,32,No,Medico,10-20annos,Bajo,2,1992,Millennials,24951,Leon,1376,30,0,530,4.0,"Ricos, mayores y no digitales (2)"
CLI7150,F,Si,58,No,Ingeniero,+20annos,Bajo,1,1966,Generacion X,115148,Cordoba,7,120,0,362,5.0,Adultos equilibrados y con poder (3)
CLI7151,M,Si,40,Si,Ejecutivo,10-20annos,Alto,4,1984,Millennials,99659,Castellon,1606,30,0,482,1.0,Jóvenes con gasto moderado (0)
CLI7152,F,Si,40,No,Ingeniero,10-20annos,Medio,2,1984,Millennials,48547,Segovia,1859,30,0,556,4.0,Jóvenes con gasto moderado (0)
CLI7153,M,Si,62,No,Ejecutivo,+20annos,Alto,5,1962,Generacion X,102284,Albacete,1287,30,0,164,,Jóvenes con gasto moderado (0)
CLI7154,M,Si,28,Si,Otros,<10annos,Alto,2,1996,Millennials,24496,La Rioja,2099,30,0,455,3.0,"Ricos, mayores y no digitales (2)"
CLI7155,F,No,35,No,Otros,10-20annos,Bajo,4,1989,Millennials,30818,Lugo,156,30,0,230,,"Ricos, mayores y no digitales (2)"
CLI7156,M,No,67,Si,Otros,+20annos,Bajo,3,1957,Generacion X,29762,Guipiºzcoa,7,30,1,158,,Jóvenes con gasto moderado (0)
CLI7157,M,Si,67,No,Otros,+20annos,Medio,2,1957,Generacion X,25309,Vizcaya,994,30,1,204,,Jóvenes con bajos ingresos(1)
CLI7158,M,Si,58,Si,Artista,+20annos,Medio,2,1966,Generacion X,122871,ilava,1346,50,1,228,,Jóvenes con bajos ingresos(1)
CLI7159,M,Si,76,No,Ejecutivo,+20annos,Alto,4,1948,Generacion X,117972,Cordoba,564,30,0,133,,Adultos equilibrados y con poder (3)
CLI716,M,Si,51,No,Artista,+20annos,Bajo,2,1973,Generacion X,71796,Badajoz,1697,30,0,97,,Jóvenes con gasto moderado (0)
CLI7160,M,No,52,Si,Otros,+20annos,Bajo,1,1972,Generacion X,92638,Soria,1717,50,0,113,,Jóvenes con gasto moderado (0)
CLI7161,F,Si,29,Si,Otros,<10annos,Bajo,7,1995,Millennials,29475,Gerona,2616,30,0,585,4.0,"Ricos, mayores y no digitales (2)"
CLI7162,F,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,45999,Leon,1698,50,1,206,,Jóvenes con gasto moderado (0)
CLI7163,M,Si,52,No,Artista,+20annos,Bajo,4,1972,Generacion X,63004,Valencia,1678,30,1,156,,Jóvenes con gasto moderado (0)
CLI7164,F,Si,76,Si,Artista,+20annos,Bajo,1,1948,Generacion X,29211,Burgos,661,30,0,209,,Jóvenes con gasto moderado (0)
CLI7165,M,Si,51,Si,Artista,+20annos,Medio,2,1973,Generacion X,128287,Ciudad Real,1502,50,1,276,,Jóvenes con bajos ingresos(1)
CLI7166,M,Si,55,Si,Ingeniero,+20annos,Bajo,1,1969,Generacion X,97518,Alicante,1639,50,0,168,,Jóvenes con gasto moderado (0)
CLI7167,F,No,41,Si,Medico,10-20annos,Bajo,3,1983,Millennials,43852,Toledo,824,30,0,203,,"Ricos, mayores y no digitales (2)"
CLI7168,F,No,55,Si,Artista,+20annos,Bajo,1,1969,Generacion X,40128,Murcia,1111,50,0,286,,Jóvenes con gasto moderado (0)
CLI7169,F,Si,57,Si,Medico,+20annos,Medio,4,1967,Generacion X,33164,Soria,1697,30,0,596,4.0,Jóvenes con bajos ingresos(1)
CLI717,F,No,67,Si,Negocios/empresa,+20annos,Bajo,1,1957,Generacion X,100153,Valladolid,1052,50,0,353,5.0,Jóvenes con gasto moderado (0)
CLI7170,M,No,31,Si,Funcionario,<10annos,Bajo,4,1993,Millennials,21950,Alicante,1008,30,0,175,,"Ricos, mayores y no digitales (2)"
CLI7171,M,No,46,Si,Otros,+20annos,Bajo,2,1978,Generacion X,102121,Ciudad Real,1228,50,1,101,,Jóvenes con gasto moderado (0)
CLI7172,F,No,47,Si,Ingeniero,+20annos,Bajo,1,1977,Generacion X,108347,Ciudad Real,117,50,0,451,3.0,Jóvenes con gasto moderado (0)
CLI7173,F,No,46,Si,Artista,+20annos,Bajo,2,1978,Generacion X,77290,LLeida,1013,50,0,565,4.0,Jóvenes con gasto moderado (0)
CLI7174,M,Si,50,Si,Ejecutivo,+20annos,Alto,5,1974,Generacion X,117062,Guadalajara,798,30,0,378,3.0,Jóvenes con gasto moderado (0)
CLI7175,M,Si,63,Si,Servicios,+20annos,Alto,2,1961,Generacion X,82520,La Rioja,1189,50,1,263,,Adultos equilibrados y con poder (3)
CLI7176,M,No,53,Si,Otros,+20annos,Bajo,3,1971,Generacion X,62377,Huesca,11305,80,0,324,5.0,Jóvenes con gasto moderado (0)
CLI7177,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,21303,Teruel,14085,30,1,151,,"Ricos, mayores y no digitales (2)"
CLI7178,M,Si,97,Si,Servicios,+20annos,Bajo,1,1927,Generacion Silenciosa,106833,Segovia,1033,50,1,202,,Adultos equilibrados y con poder (3)
CLI7179,M,Si,56,No,Artista,+20annos,Medio,2,1968,Generacion X,67820,Tarragona,1209,30,0,259,,Jóvenes con bajos ingresos(1)
CLI718,F,No,41,No,Artista,10-20annos,Bajo,1,1983,Millennials,23791,Badajoz,1514,30,1,361,5.0,"Ricos, mayores y no digitales (2)"
CLI7180,F,No,32,Si,Ingeniero,10-20annos,Bajo,5,1992,Millennials,26473,Pontevedra,1859,30,0,119,,"Ricos, mayores y no digitales (2)"
CLI7181,F,Si,31,No,Artista,<10annos,Bajo,3,1993,Millennials,21634,Baleares,1744,30,0,313,5.0,"Ricos, mayores y no digitales (2)"
CLI7182,F,Si,52,Si,Artista,+20annos,Medio,4,1972,Generacion X,50396,Lugo,1424,30,0,465,3.0,Jóvenes con bajos ingresos(1)
CLI7183,F,No,28,Si,Negocios/empresa,<10annos,Bajo,1,1996,Millennials,30396,Barcelona,2064,30,0,156,,"Ricos, mayores y no digitales (2)"
CLI7184,F,Si,42,No,Artista,+20annos,Medio,4,1982,Millennials,75962,Cordoba,1974,30,0,236,,Jóvenes con gasto moderado (0)
CLI7185,M,Si,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,116455,Lugo,87,50,0,218,,Jóvenes con gasto moderado (0)
CLI7186,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,19765,Santa Cruz de Tenerife,1926,30,0,184,,"Ricos, mayores y no digitales (2)"
CLI7187,F,Si,67,Si,Ingeniero,+20annos,Medio,2,1957,Generacion X,58635,Cuenca,1463,50,0,163,,Jóvenes con bajos ingresos(1)
CLI7188,M,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,48730,Ceuta,115,50,1,319,5.0,Jóvenes con bajos ingresos(1)
CLI7189,M,Si,66,Si,Artista,+20annos,Medio,2,1958,Generacion X,75212,Pontevedra,158,50,1,261,,Jóvenes con bajos ingresos(1)
CLI719,F,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,30119,Zamora,2685,30,0,533,4.0,"Ricos, mayores y no digitales (2)"
CLI7190,M,Si,80,Si,Otros,+20annos,Alto,4,1944,Generacion Silenciosa,119683,Huelva,1639,80,0,240,,Adultos equilibrados y con poder (3)
CLI7191,M,,66,No,Ejecutivo,+20annos,Medio,2,1958,Generacion X,115061,Teruel,935,120,1,307,5.0,Jóvenes con bajos ingresos(1)
CLI7192,F,No,30,,Negocios/empresa,<10annos,Bajo,4,1994,Millennials,22690,Soria,1721,30,0,391,3.0,"Ricos, mayores y no digitales (2)"
CLI7193,F,Si,54,Si,Artista,+20annos,Bajo,1,1970,Generacion X,37292,Ciudad Real,1678,50,0,453,1.0,Jóvenes con gasto moderado (0)
CLI7194,M,Si,79,Si,Servicios,+20annos,Alto,2,1945,Generacion Silenciosa,67270,ilava,1619,50,0,244,,Adultos equilibrados y con poder (3)
CLI7195,F,Si,47,Si,Artista,+20annos,Medio,2,1977,Generacion X,22917,Melilla,1326,30,0,374,3.0,Jóvenes con bajos ingresos(1)
CLI7196,F,Si,55,Si,Servicios,+20annos,Bajo,2,1969,Generacion X,63343,Valencia,583,50,0,50,,Jóvenes con gasto moderado (0)
