ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno
CLI7265,F,Si,30,Si,Medico,<10annos,Bajo,2,1994,Millennials,27252,Zamora,1721,30,0,354,5
CLI7266,F,Si,47,Si,Ingeniero,+20annos,Medio,4,1977,Generacion X,78497,La Rioja,857,80,0,272,NULL
CLI7267,F,No,28,No,Negocios/empresa,<10annos,Bajo,2,1996,Millennials,24164,Gerona,1374,30,0,41,NULL
CLI7268,F,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,13903,Huesca,1581,30,0,599,4
CLI7269,F,No,30,Si,Negocios/empresa,<10annos,Bajo,3,1994,Millennials,27726,Zamora,179,30,1,305,5
CLI727,M,Si,47,No,Medico,+20annos,Bajo,2,1977,Generacion X,81225,Almeri­a,876,120,1,127,NULL
CLI7270,M,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,21006,Murcia,117,30,1,347,5
CLI7271,M,Si,41,Si,Otros,10-20annos,Medio,4,1983,Millennials,83889,Segovia,1928,30,1,378,3
CLI7272,F,No,30,Si,Funcionario,<10annos,Bajo,9,1994,Millennials,26767,Jaen,2066,30,0,44,NULL
CLI7273,M,Si,67,Si,Funcionario,+20annos,Bajo,2,1957,Generacion X,86532,Vizcaya,1717,50,1,234,NULL
CLI7274,M,Si,45,No,Ingeniero,+20annos,Medio,2,1979,Generacion X,116940,Melilla,1422,120,0,456,3
CLI7275,F,No,55,Si,Artista,+20annos,Bajo,1,1969,Generacion X,106026,Huesca,74,50,0,333,5
CLI7276,F,Si,66,Si,Artista,+20annos,Medio,2,1958,Generacion X,118360,Palencia,1639,50,1,165,NULL
CLI7277,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,13130,Cordoba,1547,30,0,347,5
CLI7278,M,Si,73,Si,Negocios/empresa,+20annos,Alto,2,1951,Generacion X,32619,Cordoba,1443,30,0,279,NULL
CLI7279,M,Si,40,Si,Construccion,10-20annos,Bajo,1,1984,Millennials,75965,Albacete,962,50,0,52,NULL
CLI728,M,Si,28,No,Ejecutivo,<10annos,Bajo,2,1996,Millennials,29967,Teruel,165,30,0,380,3
CLI7280,M,Si,72,Si,Servicios,+20annos,Alto,2,1952,Generacion X,83956,Toledo,1228,50,0,79,NULL
CLI7281,F,No,33,No,Ejecutivo,10-20annos,Bajo,1,1991,Millennials,20270,Lugo,1238,30,0,78,NULL
CLI7282,M,Si,62,Si,Servicios,+20annos,Bajo,3,1962,Generacion X,58316,Lugo,915,80,0,80,NULL
CLI7283,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,14139,Santa Cruz de Tenerife,995,30,0,144,NULL
CLI7284,F,Si,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,84820,Soria,824,50,0,393,3
CLI7285,M,No,34,Si,Negocios/empresa,10-20annos,Bajo,2,1990,Millennials,20997,Gerona,1376,30,0,564,4
CLI7286,F,Si,33,No,Ingeniero,10-20annos,Medio,3,1991,Millennials,26652,Valladolid,893,30,1,187,NULL
CLI7287,F,Si,89,Si,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,67003,Zaragoza,896,50,0,311,5
CLI7288,F,No,57,Si,Servicios,+20annos,Bajo,1,1967,Generacion X,112149,Leon,1639,50,0,546,1
CLI7289,M,Si,63,Si,Artista,+20annos,Bajo,1,1961,Generacion X,49768,Zaragoza,1091,50,0,493,3
CLI729,F,No,29,No,Ingeniero,<10annos,Bajo,1,1995,Millennials,31151,Cordoba,303,30,0,199,NULL
CLI7290,M,Si,33,No,Otros,10-20annos,Medio,3,1991,Millennials,22701,Malaga,893,30,0,94,NULL
CLI7291,M,Si,61,No,Otros,+20annos,Bajo,3,1963,Generacion X,32393,Zaragoza,1737,30,0,265,NULL
CLI7292,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,79529,Cuenca,939,50,1,108,NULL
CLI7293,M,Si,77,No,Servicios,+20annos,Alto,2,1947,Generacion X,113955,Albacete,1697,120,0,356,5
CLI7294,M,Si,65,No,Artista,+20annos,Bajo,1,1959,Generacion X,61114,Caceres,837,30,0,191,NULL
CLI7295,M,Si,43,Si,Funcionario,+20annos,Bajo,3,1981,Millennials,94279,Murcia,11,30,1,280,NULL
CLI7296,F,Si,64,Si,Artista,+20annos,Medio,3,1960,Generacion X,90954,Guipiºzcoa,16,80,1,140,NULL
CLI7297,M,Si,33,No,Otros,10-20annos,Bajo,2,1991,Millennials,24998,Salamanca,202,30,0,40,NULL
CLI7298,F,Si,80,Si,Artista,+20annos,Medio,2,1944,Generacion Silenciosa,59292,Caceres,1072,50,0,273,NULL
CLI7299,F,No,28,Si,Artista,<10annos,Bajo,1,1996,Millennials,20491,Murcia,10635,30,0,517,4
CLI73,F,Si,56,Si,Otros,+20annos,Medio,2,1968,Generacion X,125882,Leon,661,50,1,327,5
CLI730,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,13239,Santa Cruz de Tenerife,2064,30,0,314,5
CLI7300,M,Si,44,Si,Artista,+20annos,Alto,1,1980,Generacion X,41900,Malaga,11,50,0,465,3
CLI7301,M,No,42,Si,Otros,+20annos,Bajo,2,1982,Millennials,39938,Pontevedra,1905,50,1,229,NULL
CLI7302,M,Si,50,Si,Artista,+20annos,Medio,3,1974,Generacion X,117268,Tarragona,994,80,1,357,5
CLI7303,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,30293,Orense,2927,30,0,91,NULL
CLI7304,M,No,40,Si,Artista,10-20annos,Bajo,2,1984,Millennials,40574,Vizcaya,1514,50,1,235,NULL
CLI7305,M,Si,58,Si,Artista,+20annos,Alto,3,1966,Generacion X,41745,ivila,115,30,1,165,NULL
CLI7306,F,No,30,No,Funcionario,<10annos,Bajo,4,1994,Millennials,29336,Teruel,11,30,0,504,4
CLI7307,M,Si,54,Si,Artista,+20annos,Medio,2,1970,Generacion X,25987,Cordoba,74,30,0,543,4
CLI7308,F,Si,56,Si,Artista,+20annos,Medio,5,1968,Generacion X,109020,Toledo,1072,30,0,472,3
CLI7309,M,No,36,No,Funcionario,10-20annos,Bajo,7,1988,Millennials,24797,Huelva,778,30,0,505,4
CLI731,M,Si,31,No,Artista,<10annos,Medio,2,1993,Millennials,29146,LLeida,778,30,0,307,5
CLI7310,M,Si,74,No,Ejecutivo,+20annos,Alto,2,1950,Generacion X,86685,Almeri­a,15215,120,1,371,3
CLI7311,F,Si,79,Si,Servicios,+20annos,Alto,1,1945,Generacion Silenciosa,79708,Barcelona,1267,50,1,160,NULL
CLI7312,M,Si,67,Si,Otros,+20annos,Medio,2,1957,Generacion X,26076,Caceres,1443,30,0,310,5
CLI7313,F,Si,52,No,Ingeniero,+20annos,Bajo,1,1972,Generacion X,32171,Cordoba,1385,30,0,205,NULL
CLI7314,F,Si,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,72391,Cordoba,1629,50,0,164,NULL
CLI7315,M,Si,44,No,Ingeniero,+20annos,Medio,1,1980,Generacion X,67527,ivila,778,30,0,558,4
CLI7316,M,Si,35,Si,Otros,10-20annos,Medio,2,1989,Millennials,24298,Leon,1422,30,0,104,NULL
CLI7317,F,Si,44,No,Construccion,+20annos,Medio,5,1980,Generacion X,91240,LLeida,1445,30,1,400,3
CLI7318,F,Si,85,Si,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,95113,LLeida,974,50,0,218,NULL
CLI7319,M,Si,46,Si,Otros,+20annos,Medio,2,1978,Generacion X,28515,Gerona,1561,30,1,327,5
CLI732,F,No,40,Si,Otros,10-20annos,Bajo,1,1984,Millennials,43504,Baleares,1192,50,0,573,4
CLI7320,F,Si,79,Si,Servicios,+20annos,Alto,4,1945,Generacion Silenciosa,126532,Cuenca,117,80,0,79,NULL
CLI7321,M,Si,92,No,Servicios,+20annos,Bajo,1,1932,Generacion Silenciosa,102346,Castellon,1209,120,0,141,NULL
CLI7322,M,No,30,No,Otros,<10annos,Bajo,1,1994,Millennials,29724,Sevilla,1537,30,0,583,4
CLI7323,M,Si,35,Si,Artista,10-20annos,Bajo,2,1989,Millennials,31770,Santa Cruz de Tenerife,1123,30,0,88,NULL
CLI7324,F,Si,57,Si,Artista,+20annos,Medio,3,1967,Generacion X,56503,Murcia,1013,80,1,266,NULL
CLI7325,F,Si,58,Si,Artista,+20annos,Alto,6,1966,Generacion X,112235,Toledo,681,30,0,48,NULL
CLI7326,M,NULL,35,Si,Funcionario,10-20annos,Alto,5,1989,Millennials,29102,Badajoz,1284,30,0,138,NULL
CLI7327,F,Si,52,Si,Servicios,+20annos,Alto,4,1972,Generacion X,117332,Murcia,1033,80,0,234,NULL
CLI7328,F,Si,69,Si,Artista,+20annos,Medio,4,1955,Generacion X,34782,Cadiz,1072,30,0,138,NULL
CLI7329,M,Si,39,Si,Ejecutivo,10-20annos,Medio,5,1985,Millennials,27022,Caceres,1307,30,1,365,NULL
CLI733,F,No,31,No,Funcionario,<10annos,Bajo,3,1993,Millennials,31197,Segovia,1744,30,1,400,3
CLI7330,F,Si,30,Si,Negocios/empresa,<10annos,Bajo,1,1994,Millennials,19052,Albacete,87,30,0,589,4
CLI7331,M,No,54,Si,Artista,+20annos,Bajo,1,1970,Generacion X,87056,Orense,11305,50,1,264,NULL
CLI7332,F,No,34,No,Construccion,10-20annos,Bajo,1,1990,Millennials,21281,Albacete,1261,30,1,112,NULL
CLI7333,M,NULL,22,No,Funcionario,<10annos,Bajo,2,2002,Generacion Z,22900,Castellon,1374,30,0,389,3
CLI7334,M,Si,67,Si,Ejecutivo,+20annos,Alto,2,1957,Generacion X,90173,Soria,798,50,0,358,5
CLI7335,F,No,33,Si,Artista,10-20annos,Bajo,5,1991,Millennials,18822,Cordoba,1767,30,1,132,NULL
CLI7336,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,18354,Palencia,1581,30,1,196,NULL
CLI7337,M,Si,46,No,Otros,+20annos,Bajo,2,1978,Generacion X,66129,Valladolid,681,30,0,155,NULL
CLI7338,M,Si,52,NULL,Artista,+20annos,Bajo,1,1972,Generacion X,41941,Navarra,1267,30,0,244,NULL
CLI7339,F,Si,53,Si,Ingeniero,+20annos,Alto,5,1971,Generacion X,23218,La Rioja,1052,30,0,91,NULL
CLI734,M,Si,94,Si,Artista,+20annos,Alto,4,1930,Generacion Silenciosa,110878,Granada,74,80,1,207,NULL
CLI7340,F,Si,63,Si,Artista,+20annos,Alto,1,1961,Generacion X,31096,Teruel,1541,30,1,357,5
CLI7341,M,Si,43,No,Otros,+20annos,Medio,2,1981,Millennials,36382,Pontevedra,1215,30,0,421,3
CLI7342,M,Si,47,Si,Ejecutivo,+20annos,Alto,3,1977,Generacion X,107559,Cadiz,1658,80,1,200,NULL
CLI7343,F,Si,62,Si,Artista,+20annos,Bajo,2,1962,Generacion X,75652,Soria,1189,50,1,160,NULL
CLI7344,F,Si,53,No,Artista,+20annos,Bajo,1,1971,Generacion X,123117,La Corui±a,117,120,1,335,5
CLI7345,M,No,29,Si,Artista,<10annos,Bajo,1,1995,Millennials,27967,Huesca,1788,30,0,357,5
CLI7346,M,No,31,Si,Funcionario,<10annos,Bajo,5,1993,Millennials,30036,Orense,1629,30,0,472,3
CLI7347,F,Si,78,Si,Servicios,+20annos,Alto,2,1946,Generacion X,37893,ilava,779,50,1,298,NULL
CLI7348,F,Si,46,Si,Artista,+20annos,Medio,3,1978,Generacion X,32107,Jaen,1326,30,0,125,NULL
CLI7349,F,Si,55,Si,Artista,+20annos,Medio,9,1969,Generacion X,74294,Burgos,642,30,0,401,3
CLI735,M,No,33,Si,Otros,10-20annos,Bajo,1,1991,Millennials,21010,Navarra,202,30,0,178,NULL
CLI7350,F,Si,68,Si,Servicios,+20annos,Bajo,3,1956,Generacion X,122257,Guadalajara,1502,80,1,330,5
CLI7351,M,Si,47,Si,Artista,+20annos,Medio,3,1977,Generacion X,93267,Melilla,1287,80,1,216,NULL
CLI7352,F,No,35,No,Ingeniero,10-20annos,Bajo,4,1989,Millennials,19906,Barcelona,1836,30,0,584,4
CLI7353,M,No,67,Si,Artista,+20annos,Bajo,1,1957,Generacion X,42393,Cordoba,1443,50,0,379,1
CLI7354,F,Si,43,Si,Otros,+20annos,Bajo,2,1981,Millennials,34412,Palencia,985,30,1,251,NULL
CLI7355,F,Si,51,Si,Artista,+20annos,Medio,2,1973,Generacion X,60209,Segovia,681,50,1,176,NULL
CLI7356,M,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,66559,Gerona,1385,80,1,384,3
CLI7357,M,Si,43,Si,Artista,+20annos,Bajo,4,1981,Millennials,87047,Leon,87,30,0,33,NULL
CLI7358,F,No,39,Si,Artista,10-20annos,Bajo,1,1985,Millennials,25118,Alicante,962,30,0,329,5
CLI7359,F,Si,94,Si,Artista,+20annos,Bajo,1,1930,Generacion Silenciosa,107694,Barcelona,115,50,1,385,3
CLI736,M,Si,47,Si,Funcionario,+20annos,Alto,2,1977,Generacion X,108857,La Rioja,681,50,0,402,3
CLI7360,F,No,39,Si,Otros,10-20annos,Bajo,2,1985,Millennials,29894,Alicante,179,30,0,243,NULL
CLI7361,F,No,36,Si,Funcionario,10-20annos,Bajo,1,1988,Millennials,23485,Soria,1997,30,1,115,NULL
CLI7362,M,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,19131,La Rioja,1616,30,0,546,4
CLI7363,F,No,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,58210,Gerona,759,50,1,250,NULL
CLI7364,F,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,64388,Cordoba,1514,50,0,417,1
CLI7365,F,No,29,NULL,Funcionario,<10annos,Bajo,7,1995,Millennials,18505,Baleares,2789,30,1,361,5
CLI7366,M,Si,87,Si,Artista,+20annos,Alto,2,1937,Generacion Silenciosa,32323,La Rioja,1404,30,1,298,NULL
CLI7367,F,Si,36,Si,Ingeniero,10-20annos,Bajo,2,1988,Millennials,31640,Huesca,1928,30,1,361,5
CLI7368,M,No,28,Si,Artista,<10annos,Bajo,3,1996,Millennials,27693,Soria,1857,30,0,462,3
CLI7369,F,No,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,26798,Valencia,1443,30,0,395,1
CLI737,M,Si,90,No,Ejecutivo,+20annos,Alto,2,1934,Generacion Silenciosa,50159,Salamanca,1717,30,0,253,NULL
CLI7370,M,Si,58,Si,Ejecutivo,+20annos,Alto,4,1966,Generacion X,52554,Baleares,1111,30,1,181,NULL
CLI7371,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,68102,Las Palmas,1192,50,0,200,NULL
CLI7372,F,Si,51,Si,Artista,+20annos,Medio,5,1973,Generacion X,31777,Navarra,16,30,0,483,3
CLI7373,M,No,35,Si,Funcionario,10-20annos,Bajo,1,1989,Millennials,29684,LLeida,1836,30,0,86,NULL
CLI7374,M,No,68,Si,Artista,+20annos,Bajo,1,1956,Generacion X,61222,Valladolid,779,50,0,35,NULL
CLI7375,M,No,47,No,Ingeniero,+20annos,Bajo,1,1977,Generacion X,106133,Navarra,955,120,0,195,NULL
CLI7376,M,Si,40,Si,Artista,10-20annos,Bajo,3,1984,Millennials,55085,ilava,985,30,0,575,4
CLI7377,F,Si,63,Si,Artista,+20annos,Medio,3,1961,Generacion X,47553,Segovia,1248,30,1,311,5
CLI7378,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,103142,Zamora,1502,80,0,30,NULL
CLI7379,F,Si,54,Si,Servicios,+20annos,Bajo,1,1970,Generacion X,105532,Ciudad Real,1326,50,0,585,1
CLI738,M,NULL,53,Si,Ejecutivo,+20annos,Alto,5,1971,Generacion X,124396,LLeida,158,200,0,98,NULL
CLI7380,F,Si,56,Si,Artista,+20annos,Medio,4,1968,Generacion X,99070,Santa Cruz de Tenerife,117,80,0,556,4
CLI7381,F,No,44,No,Negocios/empresa,+20annos,Bajo,1,1980,Generacion X,61313,Tarragona,2066,30,1,297,NULL
CLI7382,M,Si,53,Si,Artista,+20annos,Medio,3,1971,Generacion X,78723,La Rioja,11305,80,0,104,NULL
CLI7383,M,Si,65,Si,Otros,+20annos,Medio,5,1959,Generacion X,80553,Ciudad Real,1248,30,1,203,NULL
CLI7384,M,Si,44,Si,Artista,+20annos,Medio,3,1980,Generacion X,90356,ivila,1491,30,0,302,5
CLI7385,F,Si,64,Si,Artista,+20annos,Bajo,3,1960,Generacion X,121382,Lugo,1267,80,1,103,NULL
CLI7386,M,Si,47,Si,Otros,+20annos,Bajo,2,1977,Generacion X,61943,ilava,1443,50,0,316,5
CLI7387,F,No,43,Si,Medico,+20annos,Bajo,1,1981,Millennials,88083,Guadalajara,1169,50,0,113,NULL
CLI7388,M,Si,32,No,Funcionario,10-20annos,Alto,2,1992,Millennials,20547,Lugo,1376,30,0,492,3
CLI7389,F,Si,41,Si,Negocios/empresa,10-20annos,Bajo,1,1983,Millennials,92534,Lugo,133,50,0,58,NULL
CLI739,F,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,18394,Guipiºzcoa,2996,30,1,379,3
CLI7390,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,45832,La Rioja,1697,30,0,123,NULL
CLI7391,M,No,29,Si,Medico,<10annos,Bajo,2,1995,Millennials,26069,Leon,1374,30,0,50,NULL
CLI7392,F,Si,69,No,Artista,+20annos,Alto,2,1955,Generacion X,77463,Valladolid,1482,120,1,359,5
CLI7393,M,No,29,Si,Artista,<10annos,Bajo,5,1995,Millennials,21200,Jaen,2582,30,1,283,NULL
CLI7394,M,No,23,No,Funcionario,<10annos,Bajo,5,2001,Generacion Z,17820,Alicante,1581,30,0,32,NULL
CLI7395,F,Si,62,Si,Ingeniero,+20annos,Medio,3,1962,Generacion X,101396,Las Palmas,11305,80,0,326,5
CLI7396,M,Si,30,Si,Medico,<10annos,Medio,3,1994,Millennials,24663,Almeri­a,11,30,0,271,NULL
CLI7397,M,Si,39,No,Otros,10-20annos,Bajo,1,1985,Millennials,24162,Baleares,87,30,1,180,NULL
CLI7398,F,No,43,Si,Medico,+20annos,Bajo,2,1981,Millennials,76916,Soria,1008,50,0,577,4
CLI7399,F,No,33,Si,Funcionario,10-20annos,Bajo,1,1991,Millennials,30916,Santa Cruz de Tenerife,962,30,0,239,NULL
CLI74,F,Si,52,No,Artista,+20annos,Medio,5,1972,Generacion X,47137,Burgos,837,30,0,372,3
CLI740,M,Si,58,Si,Ingeniero,+20annos,Bajo,2,1966,Generacion X,101798,Pontevedra,1385,50,0,532,1
CLI7400,M,Si,92,No,Servicios,+20annos,Bajo,1,1932,Generacion Silenciosa,26025,Zaragoza,779,30,0,501,4
CLI7401,F,No,45,No,Ingeniero,+20annos,Bajo,1,1979,Generacion X,47309,Toledo,1169,30,1,171,NULL
CLI7402,M,Si,56,Si,Artista,+20annos,Medio,5,1968,Generacion X,51875,Melilla,681,30,0,268,NULL
CLI7403,M,No,21,Si,Negocios/empresa,<10annos,Bajo,4,2003,Generacion Z,15597,Salamanca,1512,30,1,398,3
CLI7404,F,Si,65,Si,Ingeniero,+20annos,Bajo,1,1959,Generacion X,74901,Palencia,896,50,0,281,NULL
CLI7405,M,No,28,Si,Otros,<10annos,Bajo,3,1996,Millennials,28028,Huelva,14085,30,1,361,5
CLI7406,F,Si,44,Si,Ingeniero,+20annos,Medio,4,1980,Generacion X,121446,Castellon,1376,200,0,473,3
CLI7407,M,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,110143,Tarragona,1209,50,0,32,NULL
CLI7408,M,Si,80,No,Ejecutivo,+20annos,Alto,2,1944,Generacion Silenciosa,46626,Zaragoza,1072,30,0,338,5
CLI7409,M,No,33,Si,Negocios/empresa,10-20annos,Bajo,5,1991,Millennials,18499,Salamanca,1606,30,0,56,NULL
CLI741,M,Si,55,Si,Artista,+20annos,Medio,4,1969,Generacion X,77913,Malaga,158,80,0,585,4
CLI7410,F,No,32,No,Otros,10-20annos,Bajo,4,1992,Millennials,24644,Soria,1951,30,1,327,5
CLI7411,M,Si,52,NULL,Funcionario,+20annos,Medio,4,1972,Generacion X,118755,Las Palmas,818,30,1,279,NULL
CLI7412,F,Si,30,No,Otros,<10annos,Alto,2,1994,Millennials,29052,Ceuta,778,30,0,122,NULL
CLI7413,M,Si,39,Si,Artista,10-20annos,Alto,3,1985,Millennials,20065,Tarragona,1882,30,1,382,3
CLI7414,F,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,21181,Teruel,3099,30,0,525,4
CLI7415,F,Si,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,44574,Valladolid,1365,50,0,157,NULL
CLI7416,F,Si,36,Si,Funcionario,10-20annos,Medio,2,1988,Millennials,28663,Leon,1859,30,0,381,3
CLI7417,F,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,42578,Leon,1346,50,0,253,NULL
CLI7418,F,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,21952,Jaen,234,30,1,155,NULL
CLI7419,M,No,46,Si,Otros,+20annos,Bajo,8,1978,Generacion X,74293,Murcia,1267,30,1,192,NULL
CLI742,F,Si,43,No,Ingeniero,+20annos,Medio,6,1981,Millennials,42710,Gerona,1698,30,1,362,5
CLI7420,F,Si,76,Si,Artista,+20annos,Alto,4,1948,Generacion X,116953,Zaragoza,1346,80,1,189,NULL
CLI7421,F,No,36,No,Funcionario,10-20annos,Bajo,6,1988,Millennials,22686,Tarragona,1652,30,1,260,NULL
CLI7422,M,No,31,No,Ejecutivo,<10annos,Bajo,4,1993,Millennials,28927,Alicante,1008,30,0,452,3
CLI7423,F,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,14703,Salamanca,2927,30,1,292,NULL
CLI7424,F,No,23,No,Negocios/empresa,<10annos,Bajo,2,2001,Generacion Z,17139,Huelva,1823,30,0,141,NULL
CLI7425,M,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,73256,Castellon,1346,50,0,54,NULL
CLI7426,F,Si,96,Si,Servicios,+20annos,Alto,2,1928,Generacion Silenciosa,56744,Santa Cruz de Tenerife,1228,50,0,246,NULL
CLI7427,F,Si,89,No,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,34688,ivila,994,30,0,296,NULL
CLI7428,F,No,42,Si,Medico,+20annos,Bajo,1,1982,Millennials,29815,Barcelona,202,30,0,282,NULL
CLI7429,F,No,34,Si,Construccion,10-20annos,Bajo,1,1990,Millennials,23162,Salamanca,893,30,1,192,NULL
CLI743,F,Si,39,No,Ingeniero,10-20annos,Medio,6,1985,Millennials,31974,Ceuta,179,30,1,210,NULL
CLI7430,M,Si,50,No,Ingeniero,+20annos,Medio,5,1974,Generacion X,35850,ivila,681,30,0,463,3
CLI7431,F,Si,91,Si,Servicios,+20annos,Bajo,1,1933,Generacion Silenciosa,113326,Alicante,16,50,0,200,NULL
CLI7432,F,No,24,No,Funcionario,<10annos,Bajo,1,2000,Generacion Z,21056,Burgos,1719,30,0,146,NULL
CLI7433,F,Si,76,No,Ingeniero,+20annos,Medio,4,1948,Generacion X,58495,Murcia,622,30,1,344,5
CLI7434,M,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,25629,Ciudad Real,755,30,1,298,NULL
CLI7435,M,Si,77,Si,Otros,+20annos,Alto,2,1947,Generacion X,125040,Palencia,642,50,0,56,NULL
CLI7436,M,Si,44,No,Servicios,+20annos,Medio,5,1980,Generacion X,123429,Guipiºzcoa,939,200,0,450,3
CLI7437,M,No,23,No,Funcionario,<10annos,Bajo,6,2001,Generacion Z,21423,LLeida,1443,30,0,347,5
CLI7438,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,12317,Jaen,2168,30,0,59,NULL
CLI7439,M,Si,43,Si,Artista,+20annos,Medio,3,1981,Millennials,122404,Ciudad Real,1974,200,1,363,5
CLI744,M,No,31,Si,Otros,<10annos,Bajo,3,1993,Millennials,20551,Zaragoza,1031,30,0,270,NULL
CLI7440,M,Si,31,No,Medico,<10annos,Bajo,2,1993,Millennials,27115,Murcia,1698,30,0,120,NULL
CLI7441,F,Si,44,Si,Artista,+20annos,Medio,4,1980,Generacion X,69171,Ceuta,1491,30,0,75,NULL
CLI7442,F,Si,32,No,Negocios/empresa,10-20annos,Bajo,1,1992,Millennials,30085,Vizcaya,1951,30,1,333,5
CLI7443,M,Si,58,Si,Medico,+20annos,Bajo,1,1966,Generacion X,39674,Segovia,158,50,0,188,NULL
CLI7444,F,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,72611,Baleares,1639,50,1,274,NULL
CLI7445,M,Si,44,No,Artista,+20annos,Medio,2,1980,Generacion X,88206,Barcelona,1445,120,1,355,5
CLI7446,F,No,53,No,Ingeniero,+20annos,Bajo,1,1971,Generacion X,33109,Tarragona,16,30,0,60,NULL
CLI7447,F,Si,32,Si,Artista,10-20annos,Bajo,2,1992,Millennials,22244,Guipiºzcoa,1238,30,0,402,3
CLI7448,M,Si,78,No,Ejecutivo,+20annos,Bajo,3,1946,Generacion X,88605,Santa Cruz de Tenerife,1561,30,1,357,5
CLI7449,F,Si,90,No,Servicios,+20annos,Alto,2,1934,Generacion Silenciosa,78930,Valencia,1287,120,1,170,NULL
CLI745,F,No,36,Si,Ingeniero,10-20annos,Bajo,3,1988,Millennials,21072,Palencia,1399,30,0,475,1
CLI7450,F,Si,55,Si,Otros,+20annos,Bajo,2,1969,Generacion X,49525,Navarra,1502,50,1,380,3
CLI7451,M,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,70577,Pontevedra,824,50,0,163,NULL
CLI7452,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,19903,Baleares,1892,30,0,316,5
CLI7453,M,Si,46,No,Otros,+20annos,Medio,4,1978,Generacion X,85554,Madrid,1267,30,1,169,NULL
CLI7454,M,Si,43,Si,Otros,+20annos,Medio,2,1981,Millennials,30118,Segovia,1008,30,0,155,NULL
CLI7455,F,No,35,Si,Artista,10-20annos,Bajo,1,1989,Millennials,19060,Gerona,1928,30,0,211,NULL
CLI7456,F,Si,55,Si,Artista,+20annos,Bajo,2,1969,Generacion X,51580,Leon,759,50,0,551,4
CLI7457,F,Si,66,Si,Ingeniero,+20annos,Medio,3,1958,Generacion X,103266,Sevilla,779,80,0,166,NULL
CLI7458,F,No,42,No,Ingeniero,+20annos,Bajo,1,1982,Millennials,106159,Santa Cruz de Tenerife,11,120,1,299,NULL
CLI7459,M,Si,66,No,Ingeniero,+20annos,Medio,3,1958,Generacion X,54798,Burgos,1463,30,0,420,3
CLI746,F,Si,39,Si,Funcionario,10-20annos,Bajo,3,1985,Millennials,22220,Teruel,1836,30,0,60,NULL
CLI7460,M,Si,44,No,Ingeniero,+20annos,Bajo,1,1980,Generacion X,72240,Badajoz,1836,30,0,588,4
CLI7461,F,Si,44,No,Construccion,+20annos,Medio,2,1980,Generacion X,24404,Palencia,1422,30,0,152,NULL
CLI7462,M,Si,72,No,Medico,+20annos,Bajo,1,1952,Generacion X,50452,Ceuta,1561,30,0,568,4
CLI7463,F,No,42,Si,Funcionario,+20annos,Bajo,2,1982,Millennials,86659,Ciudad Real,663,50,0,180,NULL
CLI7464,M,No,41,Si,Ingeniero,10-20annos,Bajo,1,1983,Millennials,88886,Toledo,1146,50,0,79,NULL
CLI7465,M,Si,58,Si,Artista,+20annos,Bajo,1,1966,Generacion X,119806,Ciudad Real,72,50,0,137,NULL
CLI7466,M,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,85241,Murcia,709,50,0,219,NULL
